Component / Template / React / Asset Name,File Path,Line Start,Line End,Clientlib Type,Recommended Fix Strategy,Finding Type,Static OK,Usage Notes,Code Usage
content/gallery,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/gallery/gallery.html,29,29,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/gallery."
content/hero-banner-v2,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/hero-banner-v2/hero-banner-v2.html,28,28,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/hero-banner-v2."
content/locator,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/locator/locator.html,11,16,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to content/locator.
content/page-container,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/page-container/responsiveGrid.html,21,21,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/page-container."
content/quote,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/quote/quote.html,8,8,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/quote."
content/savedarticles,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/savedarticles/savedarticles.html,43,59,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to content/savedarticles."
content/savedarticles,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/savedarticles/savedarticles.html,45,45,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to content/savedarticles.
content/savedarticles,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/savedarticles/savedarticles.html,47,47,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/savedarticles."
content/tabs,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/tabs/tabs.html,10,10,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/tabs."
content/video,/ui.apps/src/main/content/jcr_root/apps/dhl/components/content/video/video.html,17,17,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to content/video."
pages/editable-home-page,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/editable-home-page/customheaderlibs.html,5,10,General Clientlib,Migrate to General Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/editable-home-page."
pages/editable-home-page,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/editable-home-page/customheaderlibs.html,12,23,General Clientlib,Migrate to General Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/editable-home-page."
pages/editable-home-page,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/editable-home-page/customheaderlibs.html,28,32,General Clientlib,Migrate to General Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/editable-home-page."
pages/editable-home-page,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/editable-home-page/customheaderlibs.html,48,61,General Clientlib,Migrate to General Clientlib,JSON-LD,No,Structured data script for SEO,"This block emits JSON-LD structured data for search engines. Browsers treat it as inline script, so it needs a hash or relocation. This belongs to pages/editable-home-page."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/custombodyinjections.html,8,8,Specific Clientlib,Migrate to Specific Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to pages/master."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/customheaderlibs.html,5,10,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/master."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/customheaderlibs.html,12,23,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/master."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/customheaderlibs.html,28,32,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/master."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/head.html,6,8,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/master."
pages/master,/ui.apps/src/main/content/jcr_root/apps/dhl/components/pages/master/master.html,19,29,Specific Clientlib,Migrate to Specific Clientlib,Script,No,Inline script for component or page behavior,"This inline script drives component behavior or templating logic and is currently in the markup. It executes as soon as the page loads, so removing unsafe-inline will block it. This belongs to pages/master."
,,,,,,,,,
ui.frontend:common,/ui.frontend/src/main/webpack/components/common/atoms/sortSelect/SortSelect.test.js,14,14,General Clientlib,Migrate to General Clientlib,Handler,,Inline event handler attribute on an element,"This markup uses an inline event handler attribute. CSP will block inline handlers, so the logic must move into a clientlib script and bind via JavaScript. This belongs to ui.frontend:common."
ui.frontend:search-bar,/ui.frontend/src/main/webpack/components/search-bar/atoms/iconButton/IconButton.test.js,13,13,General Clientlib,Migrate to General Clientlib,Handler,,Inline event handler attribute on an element,"This markup uses an inline event handler attribute. CSP will block inline handlers, so the logic must move into a clientlib script and bind via JavaScript. This belongs to ui.frontend:search-bar."
ui.frontend:search-bar,/ui.frontend/src/main/webpack/components/search-bar/atoms/iconButton/IconButton.test.js,27,27,General Clientlib,Migrate to General Clientlib,Handler,,Inline event handler attribute on an element,"This markup uses an inline event handler attribute. CSP will block inline handlers, so the logic must move into a clientlib script and bind via JavaScript. This belongs to ui.frontend:search-bar."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,53,53,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,231,231,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,251,251,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,443,443,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,445,445,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,459,459,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,461,461,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,475,475,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,477,477,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,538,538,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,557,557,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,578,578,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,597,597,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,616,616,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,633,635,,Use Hash,Style,Yes,Inline CSS rules applied within the markup,These CSS rules are embedded directly in the page to style the component. Inline styles will be rejected once unsafe-inline is removed from style-src. This belongs to ui.frontend:main.
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,636,636,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,657,657,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,659,659,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,676,676,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,678,678,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,695,695,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,697,697,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,714,714,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,716,716,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,733,733,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,735,735,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,752,752,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,754,754,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,771,771,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,773,773,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,790,790,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,792,792,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,809,809,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,811,811,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,828,828,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,830,830,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,847,847,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,849,849,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,866,866,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,868,868,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,885,885,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,887,887,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,904,904,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,906,906,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,923,923,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,925,925,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,942,942,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,944,944,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,961,961,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,963,963,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,980,980,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,982,982,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,999,999,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1001,1001,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1018,1018,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1020,1020,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1037,1037,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1039,1039,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1056,1056,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1058,1058,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1075,1075,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1077,1077,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1094,1094,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1096,1096,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1113,1113,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1115,1115,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1132,1132,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1134,1134,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1151,1151,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1153,1153,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
ui.frontend:main,/ui.frontend/src/main/webpack/static/index.html,1170,1170,General Clientlib,Migrate to General Clientlib,StyleAttr,,Inline style attribute applied directly to markup,"An inline style attribute is setting presentation directly on the element. CSP without unsafe-inline forbids this, so the style needs to become a class or JS-applied style. This belongs to ui.frontend:main."
